OID_,loc_source,source_ID,Tract_name,Area_Name,Name,Name_other,Country,State_Prov,County,Lat_NAD83,Long_NAD83,SiteStatus,Dev_Status,DevStatSo,SiteRank,SiteRankNo,Dep_type,DepTypeSo,I_POLYID,I_Distance,NR_I_LABEL,NR_I_NAME,NR_I_STYL,NR_I_LITH,NR_I_MNAGE,NR_I_MXAGE,SG_I_LAB,SG_I_NAME,SG_I_MJR1,SG_I_MJR2,SG_I_MJR3,SG_I_GNLTH,SG_I_MNAGE,SG_I_MXAGE,I_AGE,C_POLYID,C_Distance,NR_C_LAB,NR_C_NAME,NR_C_AGE,NR_C_LNME2,SG_C_LAB,SG_C_NAME,SG_C_MJR1,SG_C_MJR2,SG_C_MJR3,SG_C_GNLTH,SG_C_MNAGE,SG_C_MXAGE,MRDS_com1,MRDS_com2,MRDS_com3,KLEIN_met,IGS_ComL,MBMG_COM,DMEA_COM,MRDS_ore,MRDS_gangu,MRDS_othr,MRDS_PrRes,KLEIN_MTon,KLEIN_PrYr,SPANSKI_W,SPANSKI_Pr
31,IGS_18,IGS_18; KLEIN_12; MRDS_92,Cretaceous GFTZ, ,Golden Gate Occurrence,Golden Gate; Golden Gate Tungsten Mine,USA,Idaho,Valley,44.954035140099997,-115.481815378999997,Site,Past Producer,MRDS,2,""scheelite"" mentioned in literature,W Unknown,MRDS,479,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,W,"Ag, Au",Sb,"Au, Ag, Sb, W","Ag, Au, W, Sb", , , , , , , , , , 
32,IGS_19,IGS_19; MRDS_145, , ,Johnson Creek Area,Antimony Ridge; Antimony Ridge; Idaho Mineral; Idaho Minerals Group,USA,Idaho,Valley,44.924855301999997,-115.486465104000004,Site,Occurrence,MRDS,1, ,W Unknown,MRDS,393,0.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , ,W, ,"W, Sb", , , , , , , , , , 
33,IGS_20,IGS_20; KLEIN_38; MRDS_241,Cretaceous GFTZ,Yellow Pine,Pioneer Group Prospect,Syringa Associates Prospect; Syringa Group; Syringia Associates,USA,Idaho,Valley,44.905385513600002,-115.474964514999996,Site,Occurrence,MRDS,2, ,Vein/replacement,MRDS,524,448.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1577,1502.000000000000000,Zam,Anchor Meadow Formation,Late Proterozoic,metamorphosed calcareous rocks, , , , , , , , ,Sb,W, ,W,"Sb, W", , ,"Scheelite, Stibnite", , , , , , , 
34,IGS_22,IGS_22,Cretaceous GFTZ,Thompson Creek,Confidence Mine,Deer Trail; Lucky Strike,USA,Idaho,Custer,44.050227560000003,-114.654580365000001,Site,"Past Pro, Exp Pros",IGS,1, , , ,1064,461.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2795,55.000000000000000,Pzsr,Salmon River assemblage,Paleozoic,metamorphosed siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , ,"Ag, Au, Zn, W, Pb, Cu", , , , , , , , , , 
35,IGS_23,IGS_23,Cretaceous GFTZ,Thompson Creek,Deer Trail Mine,Blackman; Deertrail,USA,Idaho,Custer,44.048667566200002,-114.655600372999999,Site,Past Pro,IGS,1, , , ,1077,362.000000000000000,Kgap,"Cretaceous leucogranite, aplite, and pegmatite",plutonic,"leucogranite, aplite, pegmatite, granophyre, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2795,0.000000000000000,Pzsr,Salmon River assemblage,Paleozoic,metamorphosed siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , ,"Au, Ag, Cu, W, Zn, Pb", , , , , , , , , , 
36,IGS_24,IGS_24,Cretaceous GFTZ,Thompson Creek,Rupert Mine,FDR,USA,Idaho,Custer,44.043727609599998,-114.655170296999998,Site,Past Pro,IGS,1, , , ,1077,194.000000000000000,Kgap,"Cretaceous leucogranite, aplite, and pegmatite",plutonic,"leucogranite, aplite, pegmatite, granophyre, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2795,0.000000000000000,Pzsr,Salmon River assemblage,Paleozoic,metamorphosed siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , ,"Pb, Ag, Mo, Zn, W", , , , , , , , , , 
37,IGS_28,IGS_28, , ,Warner Gold,Tungsten Group,USA,Idaho,Valley,44.985424833800003,-115.496096211999998,Site,Devel De,IGS,1, , , ,417,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,W, , , , , , , , , , 
38,IGS_3,IGS_3,Cretaceous GFTZ,Yellow Pine,Oberbillig Deposit,Silver Cliff Mine,USA,Idaho,Valley,44.938426346400000,-115.323590750999998,Site,Past Pro,IGS,1, , , ,482,231.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1539,47.000000000000000,Zmr,Missouri Ridge Formation,Late Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , ,"Ag, Au, W, Sb", , , , , , , , , , 
39,IGS_32,IGS_32, , ,Big Chief Claims,Big Chief Scheelite; Moore Property,USA,Idaho,Valley,44.832927022900002,-115.328589441999995,Site,Exp Pros,IGS,2, , , ,524,0.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,"Ag, Au, Cu, W, Pb", , , , , , , , , , 
40,IGS_34,DMEA_10; IGS_34; KLEIN_52; MRDS_300,Cretaceous GFTZ, ,Springfield Scheelite Mine,Springfield Deposit; Springfield Mine; White Mare Group,USA,Idaho,Valley,44.782867074199999,-115.371129941000007,Prospect,Past Producer,MRDS,4, ,W Unknown,MRDS,524,0.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , ,W, ,"U, Cu",W,"W, Cu, U", ,W,"Scheelite, Chalcopyrite","Pyrrhotite, Quartz, Calcite, Garnet", , ,199000,1953-1955, , 
41,IGS_37,IGS_37,Cretaceous GFTZ, ,Ida Prospect, ,USA,Idaho,Custer,44.329831620199997,-115.198279042999999,Site, , ,1, , , ,861,0.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2522,49.000000000000000,PzPRrpu,"Roof pendants and xenoliths of metamorphic rock in Idaho batholith, undivided",Permian-Proterozoic,metamorphosed siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , ,"Cu, Mo, Zn, W, Pb", , , , , , , , , , 
42,IGS_38,IGS_38,Cretaceous GFTZ, ,Blue Jay Prospect, ,USA,Idaho,Custer,44.339031639100000,-115.184978796999999,Site, , ,1, , , ,861,99.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2513,0.000000000000000,PzPRrpu,"Roof pendants and xenoliths of metamorphic rock in Idaho batholith, undivided",Permian-Proterozoic,metamorphosed siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , ,"Au, Ag, W, Zn, Cu, Pb", , , , , , , , , , 
43,IGS_39,IGS_39,Cretaceous GFTZ,Thompson Creek,Peach Creek No 2, ,USA,Idaho,Custer,44.284835693300003,-114.649063240999993,Site,Unknown,IGS,1, , , ,928,767.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2542,0.000000000000000,P[Pgp,Grand Prize Formation,Permian-Pennsylvanian,mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , ,W, , , , , , , , , , 
44,IGS_42,IGS_42, , ,Greyhound Mine, ,USA,Idaho,Boise,44.035134749299999,-115.091072209999993,Site,Producer,IGS,1, , , ,1033,228.000000000000000,Tmg,Tertiary monzogranite suite,plutonic,"monzogranite, subordinate syenogranite (with biotite + minor hornblende)",Tertiary,Tertiary, , , , , , , , ,Tertiary,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,"Ag, Pb, Sn, Zn, Mo, Bi, W", , , , , , , , , , 
45,IGS_43,IGS_43, , ,Cramer Lakes Prospects,Sawtooth,USA,Idaho,Custer,44.035435521799997,-114.976569060000003,Site, , ,1, , , ,1033,0.000000000000000,Tmg,Tertiary monzogranite suite,plutonic,"monzogranite, subordinate syenogranite (with biotite + minor hornblende)",Tertiary,Tertiary, , , , , , , , ,Tertiary,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,"Ag, Pb, Zn, W, Cu, Mo, Bi, Sn", , , , , , , , , , 
46,IGS_48,IGS_48,Cretaceous GFTZ,Thompson Creek,Scheelite Occurrence, ,USA,Idaho,Custer,44.117937496000003,-114.580159175000006,Site,Unknown,IGS,2, , , ,1026,381.000000000000000,Kgdbh,"Cretaceous granodioritic rocks with biotite, hornblende",plutonic,"biotite-hornblende granodiorite, tonalite, trondhjemite, monzogranite, granite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2651,326.000000000000000,Pzsr,Salmon River assemblage,Paleozoic,metamorphosed siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , ,W, , , , , , , , , , 
47,IGS_49,IGS_49,Cretaceous GFTZ,Thompson Creek,Mcclure No. 4 Claim, ,USA,Idaho,Custer,44.107037538699998,-114.587159228999994,Site,Raw Pros,IGS,1, , , ,1032,0.000000000000000,Kgdb,Cretaceous granodioritic rocks with biotite,plutonic,"biotite granodiorite, tonalite, monzogranite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2732,517.000000000000000,Pzsr,Salmon River assemblage,Paleozoic,metamorphosed siliciclastic and carbonate sedimentary rocks, , , , , , , , , , , , ,W, , , , , , , , , , 
48,IGS_50,IGS_50; IGS_51,Cretaceous GFTZ,Thompson Creek,Baker Lake Prospect,Baker Lake Deposit; Boulder Creek Deposit; Little Boulder Creek Deposit; Uncle Jess Deposit; White Clouds,USA,Idaho,Custer,44.056118149699998,-114.558697788999993,Site,"Unknown, Exp Pros, Unknown",IGS,1, , , ,1069,83.000000000000000,Kgap,"Cretaceous leucogranite, aplite, and pegmatite",plutonic,"leucogranite, aplite, pegmatite, granophyre, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,2780,0.000000000000000,P[Pwru,"Wood River Formation, upper part",Permian-Pennsylvanian,mixed siliciclastic/carbonate sedimentary rocks, , , , , , , , , , , , ,"Mo, W, Ag, Cu, Zn, Au, Pb", , , , , , , , , , 
49,IGS_53,IGS_53, , ,Delmar Mine,Gilt Edge Mine,USA,Idaho,Lemhi,45.262013578999998,-113.961916809000002,Site,Past Pro,IGS,1, , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,"Au, Ag, W", , , , , , , , , , 
50,IGS_57,IGS_57, , ,Northern Prospect,Peacock Copper Co.; Primrose Group,USA,Idaho,Lemhi,45.244835632600001,-113.666308182999998,Site,Exp Pros,IGS,1, , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,"Au, Ag, W, Cu, Pb", , , , , , , , , , 
51,IGS_58,IGS_58,Cretaceous GFTZ,Yellow Pine,Red Metal Mine,Ellison,USA,Idaho,Valley,45.043134985700000,-115.420524904999994,Site,Past Pro,IGS,1, , , ,417,74.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1464,406.000000000000000,Zmr,Missouri Ridge Formation,Late Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , ,"Au, Ag, Cu, Pb, W, Zn", , , , , , , , , , 
52,IGS_6,IGS_6; MRDS_186,Cretaceous GFTZ,Yellow Pine,Meadow Creek Mine, ,USA,Idaho,Valley,44.900166532599997,-115.333600503000000,Site,Past Producer,MRDS,1, ,W Unknown,MRDS,498,84.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1553,1909.000000000000000,CZm,"Gray marble near Cinnabar Peak, Gospel Peak, and Stibnite areas",Cambrian-Late Proterozoic,metamorphosed calcareous rocks, , , , , , , , , , ,"Ag, W, Pb, Au, Cu", ,"Ag, Au, Cu, W, Pb, Sb, Mo", , , , , , , , , , 
53,IGS_60,IGS_60, , ,Scheelite Mine,Shaelite Mine; Sheelite Mine,USA,Idaho,Idaho,45.812318963800003,-115.654702427999993,Site,Exp Pros,IGS,2, , , ,2566,0.000000000000000,Kgd,Cretaceous granodioritic rocks,plutonic,"hornblende-biotite granodiorite, tonalite, and minor biotite-muscovite monzogranite, undivided",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,W, , , , , , , , , , 
54,IGS_62,IGS_62; KLEIN_5; MRDS_30, , ,Blue Jay Mine,Big Eight Mile Copper Property; Blue Jay; Bluejay; New Departure,USA,Idaho,Lemhi,44.612450427799999,-113.557936944999994,Site,Occurrence,MRDS,2, ,Mo-W Unknown,MRDS,688,0.000000000000000,Tgqmd,"Tertiary granitoid rocks, quartz monzodiorite suite",plutonic,"granodiorite, monzogranite of quartz monzodiorite suite (with hornblende and biotite)",Tertiary,Tertiary, , , , , , , , ,Tertiary,-9999,-9999.000000000000000, , , , , , , , , , , , ,"Mo, W", , ,"Cu, Mo, W","Ag, Cu, Mo, W", , ,"Molybdenite, Scheelite", , , , , , , 
55,IGS_68,IGS_68, , ,Ima Mill Tailings, ,USA,Idaho,Lemhi,44.520550076699998,-113.713950165000000,Site,Exp Pros,IGS,1, , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,"Mo, W", , , , , , , , , , 
56,IGS_7,IGS_7, , ,Beardsley Mine, ,USA,Idaho,Custer,44.403547050100002,-114.307665279999995,Site,Past Pro,IGS,1, , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,2423,13.000000000000000,OCb,Bayhorse Dolomite,Ordovician-Cambrian,carbonate sedimentary rocks, , , , , , , , , , , , ,"Ag, Au, Cu, Zn, W, Pb", , , , , , , , , , 
57,IGS_70,IGS_70, , ,Golden Ridge Uranium Co., ,USA,Idaho,Clark,44.129678582399997,-112.847731010999993,Site, , ,1, , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,"U, W, Ni", , , , , , , , , , 
58,IGS_71,IGS_71, , ,East Mckim Iron, ,USA,Idaho,Lemhi,44.834707728399998,-113.943612204999994,Site, , ,1, , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , , , , , ,"Co, W", , , , , , , , , , 
59,IGS_72,IGS_72; MRDS_223, , ,Orofino Group,Arrastre; Estep; Mildred,USA,Idaho,Idaho,45.204985139100003,-115.253012466000001,Site,Past Producer,MRDS,1, ,Vein/replacement,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,"Au, Ag", ,"Cu, Bi, W", ,"Ag, Au, Pb, Zn, Cu, W, Bi", , ,"Bismuth, Chalcopyrite","Limonite, Pyrite, Quartz", , , , , , 
60,IGS_77,IGS_77,Cretaceous GFTZ,Yellow Pine,Lost Cabin Prospect, ,USA,Idaho,Valley,45.156524408300001,-115.400495922999994,Site, , ,1, , , ,395,87.000000000000000,Tmg,Tertiary monzogranite suite,plutonic,"monzogranite, subordinate syenogranite (with biotite + minor hornblende)",Tertiary,Tertiary, , , , , , , , ,Tertiary,1420,791.000000000000000,Zms,Moores Station Formation,Late Proterozoic,metamorphosed carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , ,W, , , , , , , , , , 
61,IGS_8,IGS_8; MRDS_34, , ,Bonanza Mine,Bonanza Occurrence,USA,Idaho,Custer,44.385394458599997,-114.716326420000001,Site,Past Producer,MRDS,1, ,Vein/replacement,MRDS,-9999,-9999.000000000000000, , , , , , , , , , , , , , , ,-9999,-9999.000000000000000, , , , , , , , , , , , ,Au, ,"Cu, Pb, W", ,"Cu, Au, W, Pb", , ,"Chalcopyrite, Galena","Pyrite, Quartz", , , , , , 
62,IGS_80,IGS_80,Cretaceous GFTZ,Yellow Pine,Elkridge Deposit,Kress Tungsten,USA,Idaho,Valley,45.142624471799998,-115.403895824000003,Site, , ,1, , , ,420,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1420,1574.000000000000000,Zms,Moores Station Formation,Late Proterozoic,metamorphosed carbonate and siliciclastic sedimentary rocks, , , , , , , , , , , , ,W, , , , , , , , , , 
63,IGS_81,IGS_81; KLEIN_1; MRDS_6,Cretaceous GFTZ,Yellow Pine,Antimony Rainbow Group Mine,Antimony; Antimony Rainbow; Dixie Mine; Dokka; Rainbow Group,USA,Idaho,Valley,45.130984550699999,-115.402915633999996,Site,Producer,MRDS,2, ,W Unknown,MRDS,420,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1427,1799.000000000000000,Zmr,Missouri Ridge Formation,Late Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , ,"Sb, Cu, W", ,"Au, Hg, Ag","Sb, Au, Cu, W","Cu, Sb, Au, W, F, Ag, Hg", , ,"Argentite, Chalcopyrite, Cinnabar, Fluorite, Huebnerite, Scheelite, Sphalerite, Stibnite, Tetrahedrite","Pyrite, Quartz", , ,270000, , , 
64,IGS_83,IGS_83; KLEIN_21; MRDS_172,Cretaceous GFTZ,Yellow Pine,Ludwig Deposit,Davis; Laufer and Davis; Laufer and Davis; Nevitt,USA,Idaho,Valley,45.127314536500002,-115.408235731999994,Site,Occurrence,MRDS,2, ,W Unknown,MRDS,423,0.000000000000000,Tmg,Tertiary monzogranite suite,plutonic,"monzogranite, subordinate syenogranite (with biotite + minor hornblende)",Tertiary,Tertiary, , , , , , , , ,Tertiary,1427,1328.000000000000000,Zmr,Missouri Ridge Formation,Late Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , ,"Ag, Au, W", , ,"W, Ag, Cu, Pb","Pb, Zn, Au, W, Cu, Sb, Ag", , ,"Argentite, Chalcopyrite, Gold, Huebnerite, Scheelite, Sphalerite, Tetrahedrite","Pyrite, Quartz", , , , , , 
65,IGS_84,IGS_84, ,Yellow Pine,Logan Copper Hill Prospect,Billy Mitchell; Copper Hill; Faulkenburg; Logan; Logan Creek; Red Garnet,USA,Idaho,Valley,45.100384560700000,-115.429125940999995,Site,Exp Pros,IGS,1, , , ,420,31.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1427,1865.000000000000000,Zmr,Missouri Ridge Formation,Late Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , ,"Au, Ag, W, Abrasives, Sb, Garnet, Cu", , , , , , , , , , 
66,IGS_85,IGS_85,Cretaceous GFTZ,Yellow Pine,Dixie Mine,Goldman; Goldman And McCrea,USA,Idaho,Valley,45.114264655100001,-115.403015404000001,Site,Raw Pros,IGS,1, , , ,422,34.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1427,334.000000000000000,Zmr,Missouri Ridge Formation,Late Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , ,"Au, Ag, W, Cu, Pb, Zn", , , , , , , , , , 
67,IGS_89,IGS_89,Cretaceous GFTZ,Yellow Pine,Scheelite Occurrence,Babbitt Metal,USA,Idaho,Valley,45.059224932699998,-115.413294926000006,Site,Raw Pros,IGS,2, , , ,453,0.000000000000000,Kgbm,"Cretaceous granitoid rocks with biotite, muscovite",plutonic,"biotite-muscovite granite, granodiorite, trondhjemite, monzogranite, aplite, pegmatite, alaskite",Cretaceous,Cretaceous, , , , , , , , ,Cretaceous,1464,1762.000000000000000,Zmr,Missouri Ridge Formation,Late Proterozoic,metamorphosed mixed carbonate/siliciclastic sedimentary rocks, , , , , , , , , , , , ,W, , , , , , , , , , 
